OrderID,Date,Region,Product,Category,SalesAmount,Quantity,Profit
1066,2023-03-08,Latin America,Mobile Connect,Integration,1093.45,5,781.04
1067,2023-03-09,Asia Pacific,DataSync Basic,Cloud Services,3978.22,19,2856.14
1068,2023-03-10,Middle East & Africa,Enterprise Suite,Software,3819.33,3,2291.6
1069,2023-03-11,Europe,Analytics Plus,Analytics,2933.46,3,1878.74
1070,2023-03-12,North America,DataSync Basic,Cloud Services,828.12,4,594.55
1071,2023-03-13,Latin America,Enterprise Suite,Software,5657.35,5,3394.41
1072,2023-03-14,Asia Pacific,Analytics Plus,Analytics,4867.4,5,3117.33
1073,2023-03-15,Europe,Security Shield,Security,5780.48,8,3776.59
1074,2023-03-16,North America,Analytics Plus,Analytics,3648.32,4,2336.57
1075,2023-03-17,Asia Pacific,IoT Platform,Cloud Services,706.93,1,474.97
1076,2023-03-18,North America,Workflow Automator,Software,568.27,1,385.61
1077,2023-03-19,Latin America,Workflow Automator,Software,636.92,1,432.2
1078,2023-03-20,Asia Pacific,Analytics Plus,Analytics,5679.6,6,3637.5
1079,2023-03-21,North America,Mobile Connect,Integration,8025.48,36,5732.53
1080,2023-03-22,North America,Enterprise Suite,Software,8244.66,6,4946.79
1081,2023-03-23,Middle East & Africa,Enterprise Suite,Software,4583.56,4,2750.14
1082,2023-03-24,North America,AI Insights,Analytics,3237.03,3,2059.93
1083,2023-03-25,Middle East & Africa,Cloud Storage Pro,Cloud Services,524.64,1,349.76
1084,2023-03-26,Europe,API Gateway,Integration,1357.6,4,975.77
1085,2023-03-27,Europe,Enterprise Suite,Software,12075.0,10,7244.99
1086,2023-03-28,Asia Pacific,Workflow Automator,Software,8588.64,16,5827.98
1087,2023-03-29,Latin America,Security Shield,Security,3398.28,4,2220.21
1088,2023-03-30,Middle East & Africa,Cloud Storage Pro,Cloud Services,1067.58,2,711.72
1089,2023-03-31,North America,AI Insights,Analytics,6454.92,6,4107.68
1090,2023-04-01,Middle East & Africa,AI Insights,Analytics,4695.1,5,2987.79
1091,2023-04-02,North America,IoT Platform,Cloud Services,2175.51,3,1461.67
1092,2023-04-03,Latin America,Security Shield,Security,14039.28,18,9172.35
1093,2023-04-04,Middle East & Africa,Enterprise Suite,Software,18610.2,14,11166.11
1094,2023-04-05,Asia Pacific,Mobile Connect,Integration,7863.18,34,5616.53
1095,2023-04-06,Latin America,IoT Platform,Cloud Services,4377.9,6,2941.4
1096,2023-04-07,Latin America,Security Shield,Security,2046.84,3,1337.27
1097,2023-04-08,Middle East & Africa,Workflow Automator,Software,639.42,1,433.89
1098,2023-04-09,Latin America,IoT Platform,Cloud Services,730.46,1,490.78
1099,2023-04-10,North America,Mobile Connect,Integration,3711.6,20,2651.14
1100,2023-04-11,Middle East & Africa,Cloud Storage Pro,Cloud Services,3626.64,8,2417.75
1101,2023-04-12,North America,AI Insights,Analytics,33013.12,28,21008.4
1102,2023-04-13,Europe,Workflow Automator,Software,10640.64,17,7220.45
1103,2023-04-14,Europe,Cloud Storage Pro,Cloud Services,5196.3,10,3464.21
1104,2023-04-15,Europe,Workflow Automator,Software,970.28,2,658.41
1105,2023-04-16,North America,DataSync Basic,Cloud Services,1061.94,6,762.42
1106,2023-04-17,North America,Analytics Plus,Analytics,41458.2,42,26551.82
1107,2023-04-18,North America,Analytics Plus,Analytics,5118.96,6,3278.44
1108,2023-04-19,Asia Pacific,Workflow Automator,Software,17281.62,27,11726.82
1109,2023-04-20,Middle East & Africa,Cloud Storage Pro,Cloud Services,3690.26,7,2460.18
1110,2023-04-21,Asia Pacific,Enterprise Suite,Software,19292.14,14,11575.31
1111,2023-04-22,Europe,Workflow Automator,Software,2516.76,4,1707.8
1112,2023-04-23,Latin America,IoT Platform,Cloud Services,1440.78,2,968.02
1113,2023-04-24,North America,Security Shield,Security,8052.2,10,5260.79
1114,2023-04-25,Asia Pacific,Workflow Automator,Software,16507.12,28,11201.27
1115,2023-04-26,North America,API Gateway,Integration,8446.0,25,6070.56
1116,2023-04-27,Asia Pacific,DataSync Basic,Cloud Services,381.68,2,274.03
1117,2023-04-28,Latin America,Security Shield,Security,5557.86,7,3631.14
1118,2023-04-29,Europe,AI Insights,Analytics,4494.2,4,2859.94
1119,2023-04-30,Asia Pacific,IoT Platform,Cloud Services,1213.54,2,815.35
1120,2023-05-01,Europe,Security Shield,Security,12513.02,17,8175.15
1121,2023-05-02,North America,Workflow Automator,Software,25965.59,49,17619.52
1122,2023-05-03,Latin America,Security Shield,Security,4943.7,6,3229.89
1123,2023-05-04,Asia Pacific,Mobile Connect,Integration,5983.25,25,4273.72
1124,2023-05-05,Latin America,Workflow Automator,Software,4055.36,8,2751.85
1125,2023-05-06,Middle East & Africa,DataSync Basic,Cloud Services,664.47,3,477.05
1126,2023-05-07,North America,Mobile Connect,Integration,713.55,3,509.68
1127,2023-05-08,Asia Pacific,Workflow Automator,Software,17255.84,28,11709.3
1128,2023-05-09,Europe,Cloud Storage Pro,Cloud Services,15242.4,29,10161.57
1129,2023-05-10,North America,Workflow Automator,Software,13170.96,22,8937.46
1130,2023-05-11,Middle East & Africa,Mobile Connect,Integration,2828.88,12,2020.63
1131,2023-05-12,North America,Analytics Plus,Analytics,28689.2,34,18373.93
1132,2023-05-13,Asia Pacific,Enterprise Suite,Software,6450.06,6,3870.03
1133,2023-05-14,Latin America,Workflow Automator,Software,571.99,1,388.14
1134,2023-05-15,Latin America,AI Insights,Analytics,1032.41,1,656.99
1135,2023-05-16,Europe,Mobile Connect,Integration,6877.06,29,4912.22
1136,2023-05-17,Asia Pacific,AI Insights,Analytics,17608.09,17,11205.14
1137,2023-05-18,North America,Analytics Plus,Analytics,41305.88,44,26454.27
1138,2023-05-19,Middle East & Africa,Cloud Storage Pro,Cloud Services,3689.6,8,2459.73
1139,2023-05-20,North America,API Gateway,Integration,1410.16,4,1013.55
1140,2023-05-21,Middle East & Africa,Workflow Automator,Software,990.64,2,672.22
1141,2023-05-22,Europe,Mobile Connect,Integration,2275.32,12,1625.24
1142,2023-05-23,Latin America,Analytics Plus,Analytics,3620.2,4,2318.55
1143,2023-05-24,Latin America,AI Insights,Analytics,1905.84,2,1212.81
1144,2023-05-25,Asia Pacific,Security Shield,Security,11858.4,15,7747.5
1145,2023-05-26,Middle East & Africa,Security Shield,Security,12051.47,17,7873.62
1146,2023-05-27,Asia Pacific,API Gateway,Integration,1022.94,3,735.24
1147,2023-05-28,Middle East & Africa,Cloud Storage Pro,Cloud Services,822.84,2,548.56
1148,2023-05-29,Europe,Workflow Automator,Software,18896.86,34,12822.91
1149,2023-05-30,Asia Pacific,Security Shield,Security,16261.72,19,10624.35
1150,2023-05-31,Middle East & Africa,API Gateway,Integration,572.82,2,411.71
1151,2023-06-01,Latin America,Security Shield,Security,6317.82,9,4127.64
1152,2023-06-02,Latin America,Enterprise Suite,Software,3668.01,3,2200.8
1153,2023-06-03,Latin America,API Gateway,Integration,1441.44,4,1036.04
1154,2023-06-04,Europe,Cloud Storage Pro,Cloud Services,1448.1,3,965.4
1155,2023-06-05,Asia Pacific,Workflow Automator,Software,2015.2,4,1367.45
1156,2023-06-06,Middle East & Africa,AI Insights,Analytics,5830.98,6,3710.61
1157,2023-06-07,Asia Pacific,Security Shield,Security,16893.6,20,11037.13
1158,2023-06-08,Latin America,Mobile Connect,Integration,911.24,4,650.89
1159,2023-06-09,Middle East & Africa,DataSync Basic,Cloud Services,3579.68,16,2570.04
1160,2023-06-10,Middle East & Africa,Cloud Storage Pro,Cloud Services,487.25,1,324.83
1161,2023-06-11,Latin America,AI Insights,Analytics,5968.95,5,3798.42
1162,2023-06-12,North America,Security Shield,Security,21427.52,29,13999.31
1163,2023-06-13,Europe,DataSync Basic,Cloud Services,1855.81,11,1332.36
1164,2023-06-14,North America,Cloud Storage Pro,Cloud Services,15420.65,35,10280.41
1165,2023-06-15,Asia Pacific,Mobile Connect,Integration,1193.34,6,852.39
1166,2023-06-16,Middle East & Africa,Analytics Plus,Analytics,8157.78,9,5224.63
1167,2023-06-17,Latin America,Cloud Storage Pro,Cloud Services,1949.76,4,1299.84
1168,2023-06-18,Latin America,Security Shield,Security,2143.38,3,1400.34
1169,2023-06-19,Asia Pacific,Enterprise Suite,Software,19537.35,15,11722.43
1170,2023-06-20,Asia Pacific,AI Insights,Analytics,12517.7,10,7965.82
1171,2023-06-21,North America,Cloud Storage Pro,Cloud Services,5924.62,13,3949.76
1172,2023-06-22,Asia Pacific,Analytics Plus,Analytics,22630.8,24,14493.84
1173,2023-06-23,Asia Pacific,Cloud Storage Pro,Cloud Services,929.08,2,619.39
1174,2023-06-24,Asia Pacific,API Gateway,Integration,996.45,3,716.2
1175,2023-06-25,Europe,IoT Platform,Cloud Services,3038.6,5,2041.56
1176,2023-06-26,Middle East & Africa,Enterprise Suite,Software,18046.21,13,10827.73
1177,2023-06-27,Europe,Workflow Automator,Software,11194.38,18,7596.17
1178,2023-06-28,Middle East & Africa,Mobile Connect,Integration,2913.96,14,2081.42
1179,2023-06-29,Asia Pacific,API Gateway,Integration,3971.44,11,2854.48
1180,2023-06-30,Latin America,Security Shield,Security,1279.9,2,836.2
1181,2023-07-01,Asia Pacific,Cloud Storage Pro,Cloud Services,4014.08,8,2676.05
1182,2023-07-02,Asia Pacific,Enterprise Suite,Software,2313.58,2,1388.15
1183,2023-07-03,Latin America,AI Insights,Analytics,11079.9,10,7050.83
1184,2023-07-04,Asia Pacific,Workflow Automator,Software,7610.82,14,5164.49
1185,2023-07-05,Europe,Workflow Automator,Software,23474.65,37,15929.25
1186,2023-07-06,North America,AI Insights,Analytics,2381.94,2,1515.78
1187,2023-07-07,Middle East & Africa,Analytics Plus,Analytics,12243.24,12,7841.2
1188,2023-07-08,Middle East & Africa,Analytics Plus,Analytics,4942.1,5,3165.16
1189,2023-07-09,Asia Pacific,Workflow Automator,Software,619.66,1,420.48
1190,2023-07-10,Europe,IoT Platform,Cloud Services,6371.37,9,4280.77
1191,2023-07-11,Asia Pacific,Mobile Connect,Integration,1397.41,7,998.15
1192,2023-07-12,Asia Pacific,IoT Platform,Cloud Services,15798.64,26,10614.71
1193,2023-07-13,Asia Pacific,Mobile Connect,Integration,2303.6,10,1645.44
1194,2023-07-14,Latin America,AI Insights,Analytics,11595.6,12,7379.04
1195,2023-07-15,Middle East & Africa,Cloud Storage Pro,Cloud Services,478.72,1,319.15
1196,2023-07-16,Europe,API Gateway,Integration,2406.32,8,1729.54
1197,2023-07-17,Latin America,API Gateway,Integration,3854.95,11,2770.75
1198,2023-07-18,North America,Mobile Connect,Integration,3613.05,15,2580.73
1199,2023-07-19,Latin America,IoT Platform,Cloud Services,3160.5,5,2123.46
1200,2023-07-20,North America,AI Insights,Analytics,55390.5,45,35248.49
1201,2023-07-21,Latin America,IoT Platform,Cloud Services,5361.28,8,3602.12
1202,2023-07-22,Asia Pacific,IoT Platform,Cloud Services,3478.7,5,2337.25
1203,2023-07-23,Europe,Mobile Connect,Integration,1310.61,7,936.15
1204,2023-07-24,North America,IoT Platform,Cloud Services,17771.2,29,11939.99
1205,2023-07-25,Asia Pacific,IoT Platform,Cloud Services,13262.76,21,8910.88
1206,2023-07-26,Latin America,Analytics Plus,Analytics,7694.73,9,4928.07
1207,2023-07-27,Middle East & Africa,Workflow Automator,Software,2411.35,5,1636.28
1208,2023-07-28,Asia Pacific,Workflow Automator,Software,5054.31,9,3429.72
1209,2023-07-29,North America,Mobile Connect,Integration,2028.2,10,1448.71
1210,2023-07-30,Europe,Cloud Storage Pro,Cloud Services,2155.9,5,1437.27
1211,2023-07-31,Europe,Analytics Plus,Analytics,19850.4,24,12713.2
1212,2023-08-01,North America,IoT Platform,Cloud Services,8958.17,13,6018.76
1213,2023-08-02,North America,Cloud Storage Pro,Cloud Services,8570.38,17,5713.6
1214,2023-08-03,Europe,Workflow Automator,Software,23029.9,38,15627.47
1215,2023-08-04,Middle East & Africa,IoT Platform,Cloud Services,4072.32,7,2736.09
1216,2023-08-05,Asia Pacific,Enterprise Suite,Software,4266.81,3,2560.08
1217,2023-08-06,North America,DataSync Basic,Cloud Services,1460.8,8,1048.79
1218,2023-08-07,Latin America,API Gateway,Integration,1999.9,7,1437.43
1219,2023-08-08,Asia Pacific,Enterprise Suite,Software,37600.53,29,22560.28
1220,2023-08-09,Asia Pacific,DataSync Basic,Cloud Services,672.6,4,482.9
1221,2023-08-10,North America,Analytics Plus,Analytics,6868.26,9,4398.78
1222,2023-08-11,Asia Pacific,API Gateway,Integration,4213.32,12,3028.33
1223,2023-08-12,Europe,IoT Platform,Cloud Services,1104.94,2,742.38
1224,2023-08-13,Asia Pacific,API Gateway,Integration,1019.94,3,733.08
1225,2023-08-14,North America,Analytics Plus,Analytics,9185.67,9,5882.95
1226,2023-08-15,North America,Cloud Storage Pro,Cloud Services,4891.68,9,3261.13
1227,2023-08-16,Middle East & Africa,IoT Platform,Cloud Services,4550.35,7,3057.28
1228,2023-08-17,Europe,Cloud Storage Pro,Cloud Services,2093.55,5,1395.69
1229,2023-08-18,Asia Pacific,Workflow Automator,Software,14852.16,27,10078.26
1230,2023-08-19,Middle East & Africa,Security Shield,Security,805.42,1,526.21
1231,2023-08-20,Asia Pacific,Enterprise Suite,Software,3799.74,3,2279.84
1232,2023-08-21,Europe,Mobile Connect,Integration,8194.32,36,5853.07
1233,2023-08-22,North America,Cloud Storage Pro,Cloud Services,5402.98,11,3601.97
1234,2023-08-23,Asia Pacific,AI Insights,Analytics,4917.85,5,3129.54
1235,2023-08-24,Europe,Mobile Connect,Integration,3769.8,20,2692.71
1236,2023-08-25,Asia Pacific,DataSync Basic,Cloud Services,4443.36,24,3190.08
1237,2023-08-26,North America,AI Insights,Analytics,4086.08,4,2600.24
1238,2023-08-27,North America,Enterprise Suite,Software,2344.64,2,1406.78
1239,2023-08-28,North America,Analytics Plus,Analytics,20769.84,24,13302.03
1240,2023-08-29,Latin America,Workflow Automator,Software,9518.04,18,6458.65
1241,2023-08-30,Europe,Security Shield,Security,9112.74,13,5953.66
1242,2023-08-31,Middle East & Africa,Security Shield,Security,1315.4,2,859.39
1243,2023-09-01,Latin America,IoT Platform,Cloud Services,10348.92,19,6953.19
1244,2023-09-02,North America,DataSync Basic,Cloud Services,2200.68,12,1579.99
1245,2023-09-03,North America,Cloud Storage Pro,Cloud Services,4330.72,8,2887.14
1246,2023-09-04,Middle East & Africa,Enterprise Suite,Software,8071.38,6,4842.83
1247,2023-09-05,Latin America,Workflow Automator,Software,4159.12,7,2822.26
1248,2023-09-06,North America,AI Insights,Analytics,18790.08,16,11957.35
1249,2023-09-07,Europe,AI Insights,Analytics,24467.56,26,15570.25
1250,2023-09-08,Middle East & Africa,Workflow Automator,Software,8246.36,17,5595.72
1251,2023-09-09,Middle East & Africa,Workflow Automator,Software,639.28,1,433.8
1252,2023-09-10,North America,Enterprise Suite,Software,5319.88,4,3191.93
1253,2023-09-11,Europe,Cloud Storage Pro,Cloud Services,1602.15,3,1068.1
1254,2023-09-12,Middle East & Africa,IoT Platform,Cloud Services,669.95,1,450.12
1255,2023-09-13,Middle East & Africa,Workflow Automator,Software,7857.44,16,5331.85
1256,2023-09-14,Latin America,Workflow Automator,Software,10930.48,22,7417.11
1257,2023-09-15,Europe,Cloud Storage Pro,Cloud Services,9047.2,20,6031.45
1258,2023-09-16,Middle East & Africa,IoT Platform,Cloud Services,624.01,1,419.26
1259,2023-09-17,Europe,API Gateway,Integration,1129.96,4,812.16
1260,2023-09-18,Europe,Security Shield,Security,2247.81,3,1468.57
1261,2023-09-19,Asia Pacific,Mobile Connect,Integration,3232.96,16,2309.27
1262,2023-09-20,Latin America,API Gateway,Integration,4012.71,13,2884.15
1263,2023-09-21,North America,AI Insights,Analytics,45909.2,40,29214.89
1264,2023-09-22,North America,DataSync Basic,Cloud Services,3308.2,17,2375.1
1265,2023-09-23,Europe,AI Insights,Analytics,4823.1,5,3069.24
1266,2023-09-24,Europe,Workflow Automator,Software,4949.73,9,3358.74
1267,2023-09-25,Asia Pacific,Workflow Automator,Software,10444.8,17,7087.52
1268,2023-09-26,Latin America,Analytics Plus,Analytics,11010.02,14,7051.34
1269,2023-09-27,Asia Pacific,Security Shield,Security,8932.56,12,5835.95
1270,2023-09-28,North America,API Gateway,Integration,1433.88,4,1030.6
1271,2023-09-29,Middle East & Africa,IoT Platform,Cloud Services,6353.64,9,4268.85
1272,2023-09-30,Asia Pacific,IoT Platform,Cloud Services,2144.07,3,1440.54
1273,2023-10-01,North America,Analytics Plus,Analytics,1535.02,2,983.1
1274,2023-10-02,Asia Pacific,Enterprise Suite,Software,22764.19,17,13658.52
1275,2023-10-03,Middle East & Africa,Cloud Storage Pro,Cloud Services,6553.26,14,4368.82
1276,2023-10-04,Asia Pacific,Cloud Storage Pro,Cloud Services,4966.56,9,3311.04
1277,2023-10-05,Asia Pacific,Analytics Plus,Analytics,3641.6,4,2332.25
1278,2023-10-06,Europe,API Gateway,Integration,4685.52,14,3367.71
1279,2023-10-07,North America,DataSync Basic,Cloud Services,1048.25,5,752.58
1280,2023-10-08,Latin America,Workflow Automator,Software,1142.76,2,775.44
1281,2023-10-09,Europe,API Gateway,Integration,3499.8,12,2515.49
1282,2023-10-10,North America,DataSync Basic,Cloud Services,3295.05,15,2365.68
1283,2023-10-11,Asia Pacific,Workflow Automator,Software,18797.84,38,12755.72
1284,2023-10-12,Latin America,AI Insights,Analytics,4440.84,4,2825.99
1285,2023-10-13,Latin America,Cloud Storage Pro,Cloud Services,5641.32,12,3760.9
1286,2023-10-14,North America,Workflow Automator,Software,8936.48,16,6064.02
1287,2023-10-15,Europe,IoT Platform,Cloud Services,2607.68,4,1752.03
1288,2023-10-16,Latin America,Analytics Plus,Analytics,16083.36,16,10300.57
1289,2023-10-17,Middle East & Africa,DataSync Basic,Cloud Services,2846.88,16,2043.89
1290,2023-10-18,Asia Pacific,Enterprise Suite,Software,40450.36,29,24270.17
1291,2023-10-19,North America,Analytics Plus,Analytics,4997.88,6,3200.9
1292,2023-10-20,North America,Mobile Connect,Integration,3990.41,17,2850.29
1293,2023-10-21,North America,Workflow Automator,Software,6182.6,10,4195.34
1294,2023-10-22,Latin America,Cloud Storage Pro,Cloud Services,451.09,1,300.73
1295,2023-10-23,Asia Pacific,Enterprise Suite,Software,5672.44,4,3403.47
1296,2023-10-24,Asia Pacific,DataSync Basic,Cloud Services,6437.7,30,4621.94
1297,2023-10-25,Latin America,Mobile Connect,Integration,1862.0,10,1329.99
1298,2023-10-26,North America,Enterprise Suite,Software,33087.04,28,19852.21
1299,2023-10-27,Latin America,Analytics Plus,Analytics,6307.04,8,4039.33
1300,2023-10-28,Latin America,Security Shield,Security,862.08,1,563.23
1301,2023-10-29,North America,Mobile Connect,Integration,1416.1,7,1011.5
1302,2023-10-30,Europe,DataSync Basic,Cloud Services,3578.08,19,2568.88
1303,2023-10-31,Asia Pacific,Mobile Connect,Integration,4152.6,20,2966.16
1304,2023-11-01,Middle East & Africa,Mobile Connect,Integration,3104.27,13,2217.35
1305,2023-11-02,Asia Pacific,Enterprise Suite,Software,41606.59,29,24963.92
1306,2023-11-03,Middle East & Africa,Security Shield,Security,6897.5,10,4506.37
1307,2023-11-04,Latin America,Enterprise Suite,Software,7648.08,6,4588.84
1308,2023-11-05,Middle East & Africa,Security Shield,Security,742.95,1,485.39
1309,2023-11-06,Middle East & Africa,Mobile Connect,Integration,3217.5,18,2298.19
1310,2023-11-07,Asia Pacific,Analytics Plus,Analytics,23322.0,23,14936.58
1311,2023-11-08,Middle East & Africa,Security Shield,Security,5321.12,8,3476.45
1312,2023-11-09,Europe,Analytics Plus,Analytics,34312.74,42,21975.62
1313,2023-11-10,Europe,Enterprise Suite,Software,27087.06,22,16252.26
1314,2023-11-11,North America,Analytics Plus,Analytics,6819.75,7,4367.7
1315,2023-11-12,Latin America,DataSync Basic,Cloud Services,644.79,3,462.93
1316,2023-11-13,North America,Analytics Plus,Analytics,33393.8,44,21387.11
1317,2023-11-14,North America,Enterprise Suite,Software,29881.92,24,17929.11
1318,2023-11-15,Asia Pacific,DataSync Basic,Cloud Services,6827.34,39,4901.67
1319,2023-11-16,Asia Pacific,AI Insights,Analytics,20092.69,19,12786.23
1320,2023-11-17,Latin America,Workflow Automator,Software,8081.4,15,5483.79
1321,2023-11-18,North America,DataSync Basic,Cloud Services,2071.0,10,1486.88
1322,2023-11-19,Middle East & Africa,Cloud Storage Pro,Cloud Services,1272.51,3,848.34
1323,2023-11-20,Middle East & Africa,DataSync Basic,Cloud Services,1707.39,9,1225.82
1324,2023-11-21,Europe,Mobile Connect,Integration,6875.64,36,4911.2
1325,2023-11-22,Latin America,Workflow Automator,Software,5318.8,10,3609.18
1326,2023-11-23,Latin America,DataSync Basic,Cloud Services,503.94,3,361.81
1327,2023-11-24,North America,Security Shield,Security,19723.76,28,12886.17
1328,2023-11-25,Asia Pacific,AI Insights,Analytics,1076.53,1,685.06
1329,2023-11-26,Europe,API Gateway,Integration,4077.71,13,2930.87
1330,2023-11-27,Europe,Security Shield,Security,12098.22,17,7904.15
1331,2023-11-28,Latin America,API Gateway,Integration,6282.8,20,4515.79
1332,2023-11-29,Asia Pacific,Mobile Connect,Integration,2788.5,13,1991.79
1333,2023-11-30,Asia Pacific,Enterprise Suite,Software,9047.99,7,5428.81
1334,2023-12-01,Europe,AI Insights,Analytics,3682.68,3,2343.52
1335,2023-12-02,Middle East & Africa,Workflow Automator,Software,540.08,1,366.48
1336,2023-12-03,Middle East & Africa,AI Insights,Analytics,2171.98,2,1382.17
1337,2023-12-04,Asia Pacific,API Gateway,Integration,2235.36,8,1606.67
1338,2023-12-05,Asia Pacific,API Gateway,Integration,10791.1,31,7756.06
1339,2023-12-06,Asia Pacific,Enterprise Suite,Software,18458.18,13,11074.9
1340,2023-12-07,Asia Pacific,AI Insights,Analytics,23308.6,20,14832.76
1341,2023-12-08,Latin America,DataSync Basic,Cloud Services,2103.6,10,1510.27
1342,2023-12-09,Middle East & Africa,Workflow Automator,Software,2453.6,5,1664.94
1343,2023-12-10,Europe,Security Shield,Security,4439.28,6,2900.33
1344,2023-12-11,North America,Enterprise Suite,Software,15461.32,14,9276.79
1345,2023-12-12,Asia Pacific,IoT Platform,Cloud Services,5043.28,8,3388.46
1346,2023-12-13,Latin America,Workflow Automator,Software,8799.6,15,5971.17
1347,2023-12-14,Europe,Enterprise Suite,Software,10547.82,9,6328.68
